timestamp,machine_id,vibration,temperature,pressure,failure
2025-01-01 08:45:00,ARM-001,10.21,76.12,0.4384,0
2025-01-01 09:00:00,ARM-001,8.32,73.29,0.4871,0
2025-01-01 09:15:00,ARM-001,7.65,78.35,0.5734,0
2025-01-01 09:30:00,ARM-001,9.89,76.61,0.3846,0
2025-01-01 09:45:00,ARM-001,7.52,76.11,0.5073,0
2025-01-01 10:00:00,ARM-001,9.94,72.12,0.5397,0
2025-01-01 10:15:00,ARM-001,10.21,76.46,0.3987,0
2025-01-01 10:30:00,ARM-001,11.24,71.8,0.4946,0
2025-01-01 10:45:00,ARM-001,10.12,71.66,0.4537,0
2025-01-01 11:00:00,ARM-001,8.16,71.81,0.4425,0
2025-01-01 11:15:00,ARM-001,10.01,77.89,0.4733,0
2025-01-01 11:30:00,ARM-001,9.1,82.42,0.4777,0
2025-01-01 11:45:00,ARM-001,8.21,74.39,0.4395,0
2025-01-01 12:00:00,ARM-001,9.16,76.4,0.4701,0
2025-01-01 12:15:00,ARM-001,9.39,72.9,0.4853,0
2025-01-01 12:30:00,ARM-001,8.83,76.83,0.4571,0
2025-01-01 12:45:00,ARM-001,7.63,76.15,0.5345,0
2025-01-01 13:00:00,ARM-001,9.59,70.83,0.4643,0
2025-01-01 13:15:00,ARM-001,10.34,71.38,0.5155,0
2025-01-01 13:30:00,ARM-001,10.27,75.8,0.4722,0
2025-01-01 13:45:00,ARM-001,15.28,78.25,0.4958,0
2025-01-01 14:00:00,ARM-001,9.03,76.54,0.4078,0
2025-01-01 14:15:00,ARM-001,9.14,74.14,0.4197,0
2025-01-01 14:30:00,ARM-001,10.53,69.42,0.4228,0
2025-01-01 14:45:00,ARM-001,11.13,78.94,0.4528,0
2025-01-01 15:00:00,ARM-001,8.4,74.91,0.4487,0
2025-01-01 15:15:00,ARM-001,8.52,78.35,0.4878,0
2025-01-01 15:30:00,ARM-001,6.46,74.82,0.4133,0
2025-01-01 15:45:00,ARM-001,10.78,71.95,0.5295,0
2025-01-01 16:00:00,ARM-001,8.79,72.3,0.5347,0
2025-01-01 16:15:00,ARM-001,10.11,75.39,0.529,0
2025-01-01 16:30:00,ARM-001,7.22,72.81,0.5097,0
2025-01-01 16:45:00,ARM-001,13.08,85.31,0.2715,1
2025-01-01 17:00:00,ARM-001,4.64,71.19,0.4338,0
2025-01-01 17:15:00,ARM-001,7.63,78.89,0.5126,0
2025-01-01 17:30:00,ARM-001,11.66,69.95,0.5046,0
2025-01-01 17:45:00,ARM-001,9.51,73.65,0.4494,0
2025-01-01 18:00:00,ARM-001,9.67,76.25,0.5257,0
2025-01-01 18:15:00,ARM-001,7.64,76.32,0.4499,0
2025-01-01 18:30:00,ARM-001,9.92,72.39,0.436,0
2025-01-01 18:45:00,ARM-001,8.76,72.39,0.4286,0
2025-01-01 19:00:00,ARM-001,10.85,75.18,0.487,0
2025-01-01 19:15:00,ARM-001,10.44,75.92,0.4109,0
2025-01-01 19:30:00,ARM-001,9.47,74.61,0.5103,0
2025-01-01 19:45:00,ARM-001,8.61,78.92,0.4244,0
2025-01-01 20:00:00,ARM-001,11.46,74.32,0.4805,0
2025-01-01 20:15:00,ARM-001,9.03,73.45,0.4157,0
2025-01-01 20:30:00,ARM-001,9.64,76.05,0.4055,0
2025-01-01 20:45:00,ARM-001,12.64,77.88,0.3866,0
2025-01-01 21:00:00,ARM-001,10.43,76.15,0.4458,0
2025-01-01 21:15:00,ARM-001,8.15,67.99,0.5349,0
2025-01-01 21:30:00,ARM-001,8.26,73.3,0.467,0
2025-01-01 21:45:00,ARM-001,8.65,72.96,0.4566,0
2025-01-01 22:00:00,ARM-001,8.79,74.96,0.374,0
2025-01-01 22:15:00,ARM-001,7.39,72.27,0.5144,0
2025-01-01 22:30:00,ARM-001,9.96,78.69,0.4893,0
2025-01-01 22:45:00,ARM-001,9.26,73.35,0.4462,0
2025-01-01 23:00:00,ARM-001,9.98,71.78,0.4724,0
2025-01-01 23:15:00,ARM-001,11.8,69.92,0.4042,0
2025-01-01 23:30:00,ARM-001,9.83,74.3,0.4513,0
2025-01-01 23:45:00,ARM-001,8.34,81.09,0.4667,0
2025-01-02 00:00:00,ARM-001,12.73,71.96,0.49,0
2025-01-02 00:15:00,ARM-001,9.77,73.93,0.4952,0
2025-01-02 00:30:00,ARM-001,8.24,72.46,0.3402,0
2025-01-02 00:45:00,ARM-001,8.71,68.52,0.4645,0
2025-01-02 01:00:00,ARM-001,8.15,75.74,0.3804,0
2025-01-02 01:15:00,ARM-001,12.25,74.04,0.4323,0
2025-01-02 01:30:00,ARM-001,6.93,78.32,0.4407,0
2025-01-02 01:45:00,ARM-001,11.35,73.93,0.4436,0
2025-01-02 02:00:00,ARM-001,9.51,74.4,0.4239,0
2025-01-02 02:15:00,ARM-001,10.43,70.15,0.4732,0
2025-01-02 02:30:00,ARM-001,7.2,78.09,0.463,0
2025-01-02 02:45:00,ARM-001,8.38,74.61,0.524,0
2025-01-02 03:00:00,ARM-001,12.59,79.53,0.434,0
2025-01-02 03:15:00,ARM-001,10.96,78.73,0.4903,0
2025-01-02 03:30:00,ARM-001,11.09,68.98,0.3872,0
2025-01-02 03:45:00,ARM-001,6.44,74.86,0.3379,0
2025-01-02 04:00:00,ARM-001,11.94,70.12,0.3612,0
2025-01-02 04:15:00,ARM-001,9.41,74.24,0.4666,0
2025-01-02 04:30:00,ARM-001,7.54,76.27,0.4647,0
2025-01-02 04:45:00,ARM-001,8.09,76.5,0.4319,0
2025-01-02 05:00:00,ARM-001,8.02,75.77,0.4199,0
2025-01-02 05:15:00,ARM-001,8.31,69.96,0.4368,0
2025-01-02 05:30:00,ARM-001,12.45,74.37,0.4114,0
2025-01-02 05:45:00,ARM-001,9.82,76.81,0.4154,0
2025-01-02 06:00:00,ARM-001,8.7,72.53,0.4326,0
2025-01-02 06:15:00,ARM-001,6.05,72.38,0.3368,0
2025-01-02 06:30:00,ARM-001,10.36,75.19,0.6003,0
2025-01-02 06:45:00,ARM-001,11.18,78.83,0.3236,0
2025-01-02 07:00:00,ARM-001,8.36,69.99,0.4141,0
2025-01-02 07:15:00,ARM-001,7.88,74.92,0.4919,0
2025-01-02 07:30:00,ARM-001,9.49,78.7,0.4503,0
2025-01-02 07:45:00,ARM-001,8.21,72.94,0.5255,0
2025-01-02 08:00:00,ARM-001,8.18,70.11,0.4927,0
2025-01-02 08:15:00,ARM-001,12.36,74.34,0.4528,0
2025-01-02 08:30:00,ARM-001,8.52,72.8,0.4168,0
2025-01-02 08:45:00,ARM-001,8.2,66.75,0.4806,0
2025-01-02 09:00:00,ARM-001,9.14,71.54,0.4176,0
2025-01-02 09:15:00,ARM-001,10.63,75.85,0.4568,0
2025-01-02 09:30:00,ARM-001,6.99,75.89,0.4133,0
2025-01-02 09:45:00,ARM-001,10.35,75.1,0.3094,0
2025-01-02 10:00:00,ARM-001,9.89,71.55,0.4783,0
2025-01-02 10:15:00,ARM-001,7.01,82.61,0.3658,0
2025-01-02 10:30:00,ARM-001,8.21,73.11,0.4967,0
2025-01-02 10:45:00,ARM-001,8.63,77.58,0.485,0
2025-01-02 11:00:00,ARM-001,5.79,71.87,0.4753,0
2025-01-02 11:15:00,ARM-001,9.19,74.77,0.4509,0
2025-01-02 11:30:00,ARM-001,9.63,73.79,0.5048,0
2025-01-02 11:45:00,ARM-001,9.88,72.48,0.4758,0
2025-01-02 12:00:00,ARM-001,10.09,73.0,0.4609,0
2025-01-02 12:15:00,ARM-001,12.61,73.45,0.4938,0
2025-01-02 12:30:00,ARM-001,6.44,71.24,0.3529,0
2025-01-02 12:45:00,ARM-001,8.97,69.52,0.4472,0
2025-01-02 13:00:00,ARM-001,10.74,67.63,0.4582,0
2025-01-02 13:15:00,ARM-001,10.65,74.76,0.4748,0
2025-01-02 13:30:00,ARM-001,10.01,73.01,0.478,0
2025-01-02 13:45:00,ARM-001,12.9,72.8,0.4666,0
2025-01-02 14:00:00,ARM-001,10.74,71.69,0.45,0
2025-01-02 14:15:00,ARM-001,8.78,73.22,0.4879,0
2025-01-02 14:30:00,ARM-001,9.09,71.32,0.4242,0
2025-01-02 14:45:00,ARM-001,10.06,77.15,0.4951,0
2025-01-02 15:00:00,ARM-001,10.12,79.89,0.4077,0
2025-01-02 15:15:00,ARM-001,7.63,74.77,0.4882,0
2025-01-02 15:30:00,ARM-001,10.48,74.09,0.4604,0
2025-01-02 15:45:00,ARM-001,7.81,73.65,0.4487,0
2025-01-02 16:00:00,ARM-001,9.66,76.44,0.4704,0
2025-01-02 16:15:00,ARM-001,9.83,75.01,0.3894,0
2025-01-02 16:30:00,ARM-001,11.89,72.73,0.3969,0
2025-01-02 16:45:00,ARM-001,9.31,81.88,0.4726,0
2025-01-02 17:00:00,ARM-001,9.26,72.98,0.3958,0
2025-01-02 17:15:00,ARM-001,7.02,73.57,0.4778,0
2025-01-02 17:30:00,ARM-001,8.99,79.27,0.4334,0
2025-01-02 17:45:00,ARM-001,7.24,74.24,0.3804,0
2025-01-02 18:00:00,ARM-001,9.15,76.35,0.5388,0
2025-01-02 18:15:00,ARM-001,11.19,71.21,0.4722,0
2025-01-02 18:30:00,ARM-001,9.09,70.94,0.5751,0
2025-01-02 18:45:00,ARM-001,9.59,71.91,0.4801,0
2025-01-02 19:00:00,ARM-001,8.64,72.62,0.4448,0
2025-01-02 19:15:00,ARM-001,8.68,78.43,0.3134,0
2025-01-02 19:30:00,ARM-001,11.37,68.04,0.4293,0
2025-01-02 19:45:00,ARM-001,8.94,73.81,0.4728,0
2025-01-02 20:00:00,ARM-001,7.83,79.52,0.4932,0
2025-01-02 20:15:00,ARM-001,11.41,72.15,0.41,0
2025-01-02 20:30:00,ARM-001,8.71,75.73,0.3853,0
2025-01-02 20:45:00,ARM-001,10.57,76.7,0.3994,0
2025-01-02 21:00:00,ARM-001,8.96,77.74,0.3923,0
2025-01-02 21:15:00,ARM-001,10.42,69.25,0.5346,0
2025-01-02 21:30:00,ARM-001,8.71,77.41,0.4112,0
2025-01-02 21:45:00,ARM-001,7.39,76.53,0.3757,0
2025-01-02 22:00:00,ARM-001,6.38,79.35,0.4569,0
2025-01-02 22:15:00,ARM-001,9.35,77.18,0.4449,0
2025-01-02 22:30:00,ARM-001,8.95,74.09,0.4618,0
2025-01-02 22:45:00,ARM-001,6.93,72.39,0.4255,0
2025-01-02 23:00:00,ARM-001,9.53,75.3,0.4194,0
2025-01-02 23:15:00,ARM-001,8.33,69.37,0.474,0
2025-01-02 23:30:00,ARM-001,11.04,75.68,0.4592,0
2025-01-02 23:45:00,ARM-001,10.97,71.25,0.4719,0
2025-01-03 00:00:00,ARM-001,6.74,70.42,0.4152,0
2025-01-03 00:15:00,ARM-001,9.54,73.22,0.4563,0
2025-01-03 00:30:00,ARM-001,8.58,70.04,0.4002,0
2025-01-03 00:45:00,ARM-001,7.47,75.98,0.3587,0
2025-01-03 01:00:00,ARM-001,10.24,74.82,0.4035,0
2025-01-03 01:15:00,ARM-001,10.55,76.08,0.3704,0
2025-01-03 01:30:00,ARM-001,13.34,73.97,0.5039,0
2025-01-03 01:45:00,ARM-001,8.44,74.8,0.4297,0
2025-01-01 00:00:00,ARM-002,10.73,71.92,0.3326,0
2025-01-01 00:15:00,ARM-002,11.38,68.14,0.3746,0
2025-01-01 00:30:00,ARM-002,8.0,69.65,0.4402,0
2025-01-01 00:45:00,ARM-002,10.16,72.01,0.441,0
2025-01-01 01:00:00,ARM-002,9.3,72.22,0.3106,0
2025-01-01 01:15:00,ARM-002,9.9,71.61,0.3973,0
2025-01-01 01:30:00,ARM-002,11.21,70.73,0.4093,0
2025-01-01 01:45:00,ARM-002,9.66,70.21,0.421,0
2025-01-01 02:00:00,ARM-002,9.28,72.99,0.3167,0
2025-01-01 02:15:00,ARM-002,10.73,70.99,0.363,0
2025-01-01 02:30:00,ARM-002,9.59,70.73,0.4076,0
2025-01-01 02:45:00,ARM-002,7.09,73.42,0.3127,0
2025-01-01 03:00:00,ARM-002,7.96,72.08,0.4226,0
2025-01-01 03:15:00,ARM-002,10.05,68.77,0.4574,0
2025-01-01 03:30:00,ARM-002,11.36,71.27,0.3029,0
2025-01-01 03:45:00,ARM-002,7.34,69.07,0.3729,0
2025-01-01 04:00:00,ARM-002,8.47,67.17,0.2903,0
2025-01-01 04:15:00,ARM-002,8.17,73.28,0.3763,0
2025-01-01 04:30:00,ARM-002,13.45,68.33,0.4453,0
2025-01-01 04:45:00,ARM-002,12.41,68.41,0.3604,0
2025-01-01 05:00:00,ARM-002,10.82,68.46,0.3622,0
2025-01-01 05:15:00,ARM-002,9.73,74.59,0.3584,0
2025-01-01 05:30:00,ARM-002,10.5,69.2,0.3517,0
2025-01-01 05:45:00,ARM-002,8.93,74.97,0.4768,0
2025-01-01 06:00:00,ARM-002,9.44,72.08,0.4141,0
2025-01-01 06:15:00,ARM-002,11.61,69.8,0.3471,0
2025-01-01 06:30:00,ARM-002,11.31,67.47,0.3449,0
2025-01-01 06:45:00,ARM-002,9.97,68.77,0.3982,0
2025-01-01 07:00:00,ARM-002,4.76,67.72,0.4472,0
2025-01-01 07:15:00,ARM-002,10.5,72.37,0.4793,0
2025-01-01 07:30:00,ARM-002,10.34,71.24,0.4336,0
2025-01-01 07:45:00,ARM-002,10.61,72.79,0.4123,0
2025-01-01 08:00:00,ARM-002,11.49,74.92,0.3545,0
2025-01-01 08:15:00,ARM-002,10.7,69.82,0.3943,0
2025-01-01 08:30:00,ARM-002,8.95,71.81,0.4079,0
2025-01-01 08:45:00,ARM-002,10.58,70.9,0.3893,0
2025-01-01 09:00:00,ARM-002,11.11,66.28,0.4617,0
2025-01-01 09:15:00,ARM-002,10.3,71.07,0.4658,0
2025-01-01 09:30:00,ARM-002,11.8,66.0,0.3957,0
2025-01-01 09:45:00,ARM-002,10.59,73.55,0.3356,0
2025-01-01 10:00:00,ARM-002,7.27,73.22,0.363,0
2025-01-01 10:15:00,ARM-002,10.17,68.65,0.4058,0
2025-01-01 10:30:00,ARM-002,9.79,64.22,0.4236,0
2025-01-01 10:45:00,ARM-002,11.6,65.98,0.277,0
2025-01-01 11:00:00,ARM-002,10.95,73.29,0.4431,0
2025-01-01 11:15:00,ARM-002,11.95,72.28,0.382,0
2025-01-01 11:30:00,ARM-002,8.14,75.31,0.4319,0
2025-01-01 11:45:00,ARM-002,9.67,66.57,0.4592,0
2025-01-01 12:00:00,ARM-002,10.74,70.24,0.4004,0
2025-01-01 12:15:00,ARM-002,9.64,72.04,0.4094,0
2025-01-01 12:30:00,ARM-002,8.57,71.3,0.4494,0
2025-01-01 12:45:00,ARM-002,10.72,68.3,0.477,0
2025-01-01 13:00:00,ARM-002,8.87,70.28,0.3074,0
2025-01-01 13:15:00,ARM-002,10.83,68.99,0.2925,0
2025-01-01 13:30:00,ARM-002,14.64,79.57,0.1881,1
2025-01-01 13:45:00,ARM-002,9.24,72.68,0.4082,0
2025-01-01 14:00:00,ARM-002,9.95,68.61,0.3738,0
2025-01-01 14:15:00,ARM-002,9.38,70.32,0.329,0
2025-01-01 14:30:00,ARM-002,10.77,75.67,0.3431,0
2025-01-01 14:45:00,ARM-002,10.04,67.32,0.3729,0
2025-01-01 15:00:00,ARM-002,11.47,72.2,0.3623,0
2025-01-01 15:15:00,ARM-002,9.31,74.52,0.4332,0
2025-01-01 15:30:00,ARM-002,12.7,71.4,0.4066,0
2025-01-01 15:45:00,ARM-002,11.0,73.47,0.3602,0
2025-01-01 16:00:00,ARM-002,10.15,73.18,0.3771,0
2025-01-01 16:15:00,ARM-002,11.96,75.53,0.3969,0
2025-01-01 16:30:00,ARM-002,8.43,68.74,0.4179,0
2025-01-01 16:45:00,ARM-002,11.68,75.51,0.4088,0
2025-01-01 17:00:00,ARM-002,8.29,72.02,0.3619,0
2025-01-01 17:15:00,ARM-002,10.3,69.55,0.3035,0
2025-01-01 17:30:00,ARM-002,11.38,72.95,0.2937,0
2025-01-01 17:45:00,ARM-002,8.63,71.0,0.4393,0
2025-01-01 18:00:00,ARM-002,9.82,75.67,0.3053,0
2025-01-01 18:15:00,ARM-002,9.12,74.76,0.456,0
2025-01-01 18:30:00,ARM-002,10.58,68.27,0.4032,0
2025-01-01 18:45:00,ARM-002,9.54,71.96,0.3684,0
2025-01-01 19:00:00,ARM-002,6.63,71.03,0.3292,0
2025-01-01 19:15:00,ARM-002,10.46,66.44,0.445,0
2025-01-01 19:30:00,ARM-002,7.65,69.51,0.2822,0
2025-01-01 19:45:00,ARM-002,10.36,65.66,0.3656,0
2025-01-01 20:00:00,ARM-002,8.72,71.89,0.4293,0
2025-01-01 20:15:00,ARM-002,11.82,71.47,0.4085,0
2025-01-01 20:30:00,ARM-002,9.53,71.47,0.3706,0
2025-01-01 20:45:00,ARM-002,9.16,72.51,0.3896,0
2025-01-01 21:00:00,ARM-002,9.79,67.22,0.3775,0
2025-01-01 21:15:00,ARM-002,10.65,73.08,0.4043,0
2025-01-01 21:30:00,ARM-002,6.83,79.14,0.3434,0
2025-01-01 21:45:00,ARM-002,15.79,86.76,0.3286,1
2025-01-01 22:00:00,ARM-002,10.4,68.37,0.4406,0
2025-01-01 22:15:00,ARM-002,9.74,72.94,0.4117,0
2025-01-01 22:30:00,ARM-002,9.94,76.34,0.4351,0
2025-01-01 22:45:00,ARM-002,10.44,73.64,0.4463,0
2025-01-01 23:00:00,ARM-002,8.35,75.22,0.3484,0
2025-01-01 23:15:00,ARM-002,10.43,70.13,0.4034,0
2025-01-01 23:30:00,ARM-002,10.49,74.63,0.4152,0
2025-01-01 23:45:00,ARM-002,10.52,73.89,0.3256,0
2025-01-02 00:00:00,ARM-002,11.06,72.23,0.4515,0
2025-01-02 00:15:00,ARM-002,9.59,69.81,0.3877,0
2025-01-02 00:30:00,ARM-002,8.06,65.39,0.3427,0
2025-01-02 00:45:00,ARM-002,12.31,68.41,0.3208,0
2025-01-02 01:00:00,ARM-002,10.24,68.23,0.4414,0
2025-01-02 01:15:00,ARM-002,12.28,73.27,0.3707,0
2025-01-02 01:30:00,ARM-002,9.3,70.27,0.3291,0
2025-01-02 01:45:00,ARM-002,7.68,73.39,0.509,0
2025-01-02 02:00:00,ARM-002,11.0,72.05,0.3743,0
2025-01-02 02:15:00,ARM-002,10.57,68.06,0.3729,0
2025-01-02 02:30:00,ARM-002,8.68,67.37,0.4355,0
2025-01-02 02:45:00,ARM-002,9.06,73.08,0.3084,0
2025-01-02 03:00:00,ARM-002,9.08,65.57,0.3803,0
2025-01-02 03:15:00,ARM-002,9.74,70.64,0.3203,0
2025-01-02 03:30:00,ARM-002,10.22,67.51,0.4568,0
2025-01-02 03:45:00,ARM-002,9.87,70.7,0.3655,0
2025-01-02 04:00:00,ARM-002,11.79,71.48,0.3728,0
2025-01-02 04:15:00,ARM-002,10.58,66.12,0.4744,0
2025-01-02 04:30:00,ARM-002,9.57,72.58,0.4243,0
2025-01-02 04:45:00,ARM-002,8.93,69.44,0.4494,0
2025-01-02 05:00:00,ARM-002,10.34,67.98,0.4981,0
2025-01-02 05:15:00,ARM-002,8.13,72.23,0.4077,0
2025-01-02 05:30:00,ARM-002,11.82,75.2,0.3101,0
2025-01-02 05:45:00,ARM-002,10.38,70.06,0.516,0
2025-01-02 06:00:00,ARM-002,10.6,68.01,0.3152,0
2025-01-02 06:15:00,ARM-002,7.11,72.03,0.4684,0
2025-01-02 06:30:00,ARM-002,8.33,68.19,0.3576,0
2025-01-02 06:45:00,ARM-002,9.69,71.03,0.3092,0
2025-01-02 07:00:00,ARM-002,10.68,76.68,0.3283,0
2025-01-02 07:15:00,ARM-002,8.13,75.34,0.4079,0
2025-01-02 07:30:00,ARM-002,10.13,68.28,0.3374,0
2025-01-02 07:45:00,ARM-002,10.93,69.99,0.3418,0
2025-01-02 08:00:00,ARM-002,11.95,66.68,0.3603,0
2025-01-02 08:15:00,ARM-002,7.87,73.97,0.3941,0
2025-01-02 08:30:00,ARM-002,8.86,71.0,0.3606,0
2025-01-02 08:45:00,ARM-002,10.52,72.45,0.4348,0
2025-01-02 09:00:00,ARM-002,8.38,67.66,0.3518,0
2025-01-02 09:15:00,ARM-002,9.62,64.82,0.4124,0
2025-01-02 09:30:00,ARM-002,13.22,66.93,0.4288,0
2025-01-02 09:45:00,ARM-002,10.03,70.57,0.382,0
2025-01-02 10:00:00,ARM-002,10.83,72.12,0.3616,0
2025-01-02 10:15:00,ARM-002,9.63,71.94,0.342,0
2025-01-02 10:30:00,ARM-002,10.06,70.84,0.3757,0
2025-01-02 10:45:00,ARM-002,10.28,70.25,0.4279,0
2025-01-02 11:00:00,ARM-002,9.01,71.92,0.2607,0
2025-01-02 11:15:00,ARM-002,10.08,68.5,0.3776,0
2025-01-02 11:30:00,ARM-002,16.0,82.54,0.3591,1
2025-01-02 11:45:00,ARM-002,9.01,67.51,0.3798,0
2025-01-02 12:00:00,ARM-002,10.79,66.48,0.3386,0
2025-01-02 12:15:00,ARM-002,10.61,69.69,0.4615,0
2025-01-02 12:30:00,ARM-002,9.14,69.09,0.3686,0
2025-01-02 12:45:00,ARM-002,8.92,69.16,0.3955,0
2025-01-02 13:00:00,ARM-002,7.68,73.06,0.4119,0
2025-01-02 13:15:00,ARM-002,13.41,66.23,0.3757,0
2025-01-02 13:30:00,ARM-002,11.79,69.38,0.4309,0
2025-01-02 13:45:00,ARM-002,16.51,80.02,0.3906,1
2025-01-02 14:00:00,ARM-002,16.71,79.14,0.2826,1
2025-01-02 14:15:00,ARM-002,8.3,70.28,0.4159,0
2025-01-02 14:30:00,ARM-002,7.04,76.51,0.3273,0
2025-01-02 14:45:00,ARM-002,9.92,69.81,0.4726,0
2025-01-02 15:00:00,ARM-002,8.67,63.5,0.4012,0
2025-01-02 15:15:00,ARM-002,10.29,68.32,0.439,0
2025-01-02 15:30:00,ARM-002,7.58,69.11,0.3825,0
2025-01-02 15:45:00,ARM-002,11.36,72.55,0.4019,0
2025-01-02 16:00:00,ARM-002,9.02,70.83,0.3274,0
2025-01-02 16:15:00,ARM-002,10.08,76.37,0.3938,0
2025-01-02 16:30:00,ARM-002,10.34,68.96,0.3468,0
2025-01-02 16:45:00,ARM-002,11.93,73.93,0.3541,0
2025-01-02 17:00:00,ARM-002,9.3,69.02,0.4011,0
2025-01-02 17:15:00,ARM-002,8.92,73.31,0.3491,0
2025-01-02 17:30:00,ARM-002,8.1,68.82,0.401,0
2025-01-02 17:45:00,ARM-002,8.59,71.69,0.4952,0
2025-01-02 18:00:00,ARM-002,12.17,75.72,0.4243,0
2025-01-02 18:15:00,ARM-002,10.87,69.23,0.345,0
2025-01-02 18:30:00,ARM-002,9.09,66.48,0.3001,0
2025-01-02 18:45:00,ARM-002,7.06,69.66,0.3731,0
2025-01-02 19:00:00,ARM-002,7.97,73.07,0.4022,0
2025-01-02 19:15:00,ARM-002,10.38,69.82,0.4011,0
2025-01-02 19:30:00,ARM-002,11.8,69.91,0.4314,0
2025-01-02 19:45:00,ARM-002,11.08,70.87,0.3221,0
2025-01-02 20:00:00,ARM-002,9.84,70.07,0.4276,0
2025-01-02 20:15:00,ARM-002,10.85,74.04,0.388,0
2025-01-02 20:30:00,ARM-002,13.43,73.55,0.292,0
2025-01-02 20:45:00,ARM-002,10.1,72.59,0.406,0
2025-01-02 21:00:00,ARM-002,9.05,71.76,0.3744,0
2025-01-02 21:15:00,ARM-002,9.95,69.7,0.3444,0
2025-01-02 21:30:00,ARM-002,10.37,66.12,0.423,0
2025-01-02 21:45:00,ARM-002,12.15,73.92,0.3565,0
2025-01-02 22:00:00,ARM-002,7.81,67.01,0.3643,0
2025-01-02 22:15:00,ARM-002,8.75,75.51,0.367,0
2025-01-02 22:30:00,ARM-002,7.43,74.7,0.471,0
2025-01-02 22:45:00,ARM-002,8.86,65.75,0.4501,0
2025-01-02 23:00:00,ARM-002,10.25,67.82,0.4977,0
2025-01-02 23:15:00,ARM-002,9.54,74.95,0.4873,0
2025-01-02 23:30:00,ARM-002,12.43,73.2,0.3557,0
2025-01-02 23:45:00,ARM-002,11.22,67.87,0.3868,0
2025-01-03 00:00:00,ARM-002,11.66,68.38,0.4344,0
2025-01-03 00:15:00,ARM-002,11.01,66.9,0.3773,0
2025-01-03 00:30:00,ARM-002,8.72,69.92,0.411,0
2025-01-03 00:45:00,ARM-002,7.93,67.25,0.4797,0
2025-01-03 01:00:00,ARM-002,9.46,71.11,0.4443,0
2025-01-03 01:15:00,ARM-002,9.53,75.98,0.4641,0
2025-01-03 01:30:00,ARM-002,7.87,66.8,0.3606,0
2025-01-03 01:45:00,ARM-002,11.14,71.3,0.3796,0
2025-01-01 00:00:00,ARM-003,9.81,64.85,0.4161,0
2025-01-01 00:15:00,ARM-003,4.73,67.06,0.4556,0
2025-01-01 00:30:00,ARM-003,11.53,65.07,0.4444,0
2025-01-01 00:45:00,ARM-003,9.74,67.63,0.4459,0
2025-01-01 01:00:00,ARM-003,8.89,65.83,0.4306,0
2025-01-01 01:15:00,ARM-003,7.8,63.92,0.4284,0
2025-01-01 01:30:00,ARM-003,11.28,65.63,0.4735,0
2025-01-01 01:45:00,ARM-003,7.92,66.75,0.418,0
2025-01-01 02:00:00,ARM-003,10.14,65.6,0.4779,0
2025-01-01 02:15:00,ARM-003,9.81,66.12,0.4443,0
2025-01-01 02:30:00,ARM-003,10.23,62.68,0.4892,0
